var_idx,iter_idx,seed,csv,isi_dist,iti_dist,isi_lo,isi_hi,iti_lo,iti_hi,isi_shape,iti_shape
280,0,28000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0280_iter0000_d000280.csv,uniform,uniform,0.7815445058321455,1.3582075958264523,0.7324713466744411,1.4099188514287364,0.25,0.25
281,0,28100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0281_iter0000_d000281.csv,uniform,uniform,0.9133638747717044,1.4413537659922684,0.9629566330414328,1.4175829590111448,0.25,0.25
282,0,28200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0282_iter0000_d000282.csv,uniform,uniform,0.5714515047438573,1.4037689958680917,0.7073134913366441,1.3789593378596843,0.25,0.25
283,0,28300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0283_iter0000_d000283.csv,uniform,uniform,1.0930795456247404,1.497936055697189,1.0440114386787536,1.4447591630393175,0.25,0.25
284,0,28400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0284_iter0000_d000284.csv,uniform,uniform,0.8622304819120521,1.2853708515326585,1.0235027784946644,1.4969590635582994,0.25,0.25
285,0,28500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0285_iter0000_d000285.csv,uniform,uniform,0.5204921465214097,0.997718145625354,0.9996566210896374,1.4685811261014416,0.25,0.25
286,0,28600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0286_iter0000_d000286.csv,uniform,uniform,1.0889946659516057,1.4973203023516386,0.8565140447147404,1.3878122034746134,0.25,0.25
287,0,28700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0287_iter0000_d000287.csv,uniform,uniform,0.5059204158245093,1.3715687293759609,0.7304010718446126,1.169819980069737,0.25,0.25
288,0,28800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0288_iter0000_d000288.csv,uniform,uniform,0.8281008782676444,1.328693422377725,0.8635147729714927,1.26745748464445,0.25,0.25
289,0,28900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0289_iter0000_d000289.csv,uniform,uniform,0.5989856669450722,1.269448700210544,0.8659444497343852,1.2851871300226112,0.25,0.25
290,0,29000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0290_iter0000_d000290.csv,uniform,uniform,0.8818267252669652,1.465358697980902,0.6720701755471588,1.2951631641325272,0.25,0.25
291,0,29100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0291_iter0000_d000291.csv,uniform,uniform,1.0436715649538888,1.4832681839242898,0.6240333967750801,1.4840516323358843,0.25,0.25
292,0,29200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0292_iter0000_d000292.csv,uniform,uniform,0.7052450263774283,1.4306030391665114,0.771510485434096,1.4309408485622193,0.25,0.25
293,0,29300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0293_iter0000_d000293.csv,uniform,uniform,1.0525536044784496,1.4953845728257524,0.9827614763925604,1.420626275633342,0.25,0.25
294,0,29400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0294_iter0000_d000294.csv,uniform,uniform,1.04757779867828,1.4556162071863619,0.6561169859736072,1.343022203200174,0.25,0.25
295,0,29500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0295_iter0000_d000295.csv,uniform,uniform,0.9489086721451696,1.3565140480124607,0.661318503213314,1.2232065457455845,0.25,0.25
296,0,29600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0296_iter0000_d000296.csv,uniform,uniform,1.008347914616552,1.4085236444323976,1.0339973480852294,1.456090452621049,0.25,0.25
297,0,29700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0297_iter0000_d000297.csv,uniform,uniform,0.8699441322457058,1.4852213921619648,0.5369591269384357,1.2439591079826309,0.25,0.25
298,0,29800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0298_iter0000_d000298.csv,uniform,uniform,0.6333304952298372,1.3610479817536483,0.9906909978147487,1.4176082788183746,0.25,0.25
299,0,29900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0299_iter0000_d000299.csv,uniform,uniform,1.0159367427616668,1.4308506969724977,0.7880433614975059,1.228997843580909,0.25,0.25
300,0,0,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0300_iter0000_d000300.csv,uniform,uniform,1.519138699714327,2.0758473610710073,0.6065311622341062,1.047742306386446,0.25,0.25
301,0,100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0301_iter0000_d000301.csv,uniform,uniform,1.801232382720436,2.473934191702334,2.0772530169946677,3.2233434238538177,0.25,0.25
302,0,200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0302_iter0000_d000302.csv,uniform,uniform,1.3697999863446766,2.4525898829632213,2.6212192407159836,3.0225303819067464,0.25,0.25
303,0,300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0303_iter0000_d000303.csv,uniform,uniform,1.8718468425401111,2.2795094975911594,2.3971041607178547,2.9205717655859162,0.25,0.25
304,0,400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0304_iter0000_d000304.csv,uniform,uniform,1.8810862757598186,2.3996195680161803,1.2792509153972005,2.4488582864661383,0.25,0.25
305,0,500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0305_iter0000_d000305.csv,uniform,uniform,0.5453114738327407,1.1385332578010858,2.243623478203439,3.1978613810686105,0.25,0.25
306,0,600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0306_iter0000_d000306.csv,uniform,uniform,1.4846161783700063,2.120725137985333,3.0927458330519486,3.4998609763479798,0.25,0.25
307,0,700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0307_iter0000_d000307.csv,uniform,uniform,1.5968671751691115,2.3241345882751934,2.289961499484444,3.005002826582852,0.25,0.25
308,0,800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0308_iter0000_d000308.csv,uniform,uniform,0.716154408035858,2.114582867266963,1.8659212384368873,2.6487841480117007,0.25,0.25
309,0,900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0309_iter0000_d000309.csv,uniform,uniform,1.2773365741308624,2.4090856832053307,2.928513141486249,3.389870315761197,0.25,0.25
310,0,1000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0310_iter0000_d000310.csv,uniform,uniform,1.4144477291676174,2.0351060211311656,2.045180078519212,2.801615570876123,0.25,0.25
311,0,1100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0311_iter0000_d000311.csv,uniform,uniform,1.126590400845058,2.393192000967969,1.0906097431867874,2.742835919890167,0.25,0.25
312,0,1200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0312_iter0000_d000312.csv,uniform,uniform,0.6344245497318157,2.2547273713421125,2.5464555994705766,3.0789572142971724,0.25,0.25
313,0,1300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0313_iter0000_d000313.csv,uniform,uniform,1.9023747692971262,2.313949290687317,1.3739043574187169,2.033301090395337,0.25,0.25
314,0,1400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0314_iter0000_d000314.csv,uniform,uniform,1.220542986638859,2.320875951052713,1.0996697433837435,1.6037295258914255,0.25,0.25
315,0,1500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0315_iter0000_d000315.csv,uniform,uniform,1.1472829437144452,1.7364097071135864,0.7359579186097169,2.5078881002762605,0.25,0.25
316,0,1600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0316_iter0000_d000316.csv,uniform,uniform,0.9779138125102762,2.13194998312895,1.0187401543173547,3.379522341305705,0.25,0.25
317,0,1700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0317_iter0000_d000317.csv,uniform,uniform,1.0841762691917256,1.591340877667418,2.135681194003244,3.429753765592106,0.25,0.25
318,0,1800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0318_iter0000_d000318.csv,uniform,uniform,1.2046034475452543,2.459340484602014,1.7997291155878823,2.7526415156977384,0.25,0.25
319,0,1900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0319_iter0000_d000319.csv,uniform,uniform,1.4923415232246047,2.4970203498404206,2.96725355483819,3.428322911695442,0.25,0.25
320,0,2000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0320_iter0000_d000320.csv,uniform,uniform,1.7123661524932663,2.305184025782302,1.8762116165116032,3.237847028956451,0.25,0.25
321,0,2100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0321_iter0000_d000321.csv,uniform,uniform,1.1634493589690733,2.2513304189544927,2.34897148277335,3.4489748871773314,0.25,0.25
322,0,2200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0322_iter0000_d000322.csv,uniform,uniform,0.6838922132494483,2.116256197200075,2.911302214423856,3.493947743063791,0.25,0.25
323,0,2300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0323_iter0000_d000323.csv,uniform,uniform,0.5235300879445909,2.2850327050615595,3.051107104172495,3.4979078817692413,0.25,0.25
324,0,2400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0324_iter0000_d000324.csv,uniform,uniform,0.7380224195719967,2.4627210580771437,2.813832444873354,3.4491691525014962,0.25,0.25
325,0,2500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0325_iter0000_d000325.csv,uniform,uniform,1.2679806780925316,1.8613194371204838,2.5848895046676006,3.4606095827280736,0.25,0.25
326,0,2600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0326_iter0000_d000326.csv,uniform,uniform,0.9258084356676681,1.9586206708260825,1.651157355333782,3.4000549456499627,0.25,0.25
327,0,2700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0327_iter0000_d000327.csv,uniform,uniform,0.5648171379014955,2.0885805044233723,2.0973704420673913,2.525810395551758,0.25,0.25
328,0,2800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0328_iter0000_d000328.csv,uniform,uniform,1.6507516365227846,2.0579358948404196,2.470672606126713,3.1933657171230303,0.25,0.25
329,0,2900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0329_iter0000_d000329.csv,uniform,uniform,1.98656675327521,2.394062705430302,2.6874249269921964,3.1149395622281744,0.25,0.25
330,0,3000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0330_iter0000_d000330.csv,uniform,uniform,1.0508959660866002,1.9023241015608927,3.0117614100385826,3.461371955028232,0.25,0.25
331,0,3100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0331_iter0000_d000331.csv,uniform,uniform,0.9141833490734916,1.6007664349711201,2.8091076337138676,3.274811326217879,0.25,0.25
332,0,3200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0332_iter0000_d000332.csv,uniform,uniform,0.6992875293364536,1.5031560163528284,2.0239199685131055,3.0201656935383046,0.25,0.25
333,0,3300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0333_iter0000_d000333.csv,uniform,uniform,1.7955372414604445,2.3661812959033313,1.2498951575211472,2.4137966805568745,0.25,0.25
334,0,3400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0334_iter0000_d000334.csv,uniform,uniform,1.8089935535534567,2.391310972858024,2.99360187101335,3.43290580919292,0.25,0.25
335,0,3500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0335_iter0000_d000335.csv,uniform,uniform,1.3841784168340596,2.209322179113365,2.7055571415151562,3.162938139751356,0.25,0.25
336,0,3600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0336_iter0000_d000336.csv,uniform,uniform,1.1504165387970027,2.4144985191649724,0.6119739102773308,3.058888599547595,0.25,0.25
337,0,3700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0337_iter0000_d000337.csv,uniform,uniform,1.1646144597939596,2.340801108828443,0.525881858098959,1.865553795415793,0.25,0.25
338,0,3800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0338_iter0000_d000338.csv,uniform,uniform,0.6258080594650238,1.987887208176144,1.2120076563588489,2.9386093860081264,0.25,0.25
339,0,3900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0339_iter0000_d000339.csv,uniform,uniform,2.0100822831073453,2.421485387405619,2.748423568042013,3.1693297622910688,0.25,0.25
340,0,4000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0340_iter0000_d000340.csv,uniform,uniform,1.1092328132974232,1.9350388508090626,1.771008821767007,3.468718633496915,0.25,0.25
341,0,4100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0341_iter0000_d000341.csv,uniform,uniform,1.7411059009629255,2.2519529858870215,1.2015756423020805,3.2401440615562835,0.25,0.25
342,0,4200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0342_iter0000_d000342.csv,uniform,uniform,1.9100914763803039,2.4070789948510716,1.3951689005020458,3.4913349370768123,0.25,0.25
343,0,4300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0343_iter0000_d000343.csv,uniform,uniform,1.0055096725883204,1.6054866040218208,2.7882551153905815,3.4414965203389203,0.25,0.25
344,0,4400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0344_iter0000_d000344.csv,uniform,uniform,1.568623048914162,2.477901962447435,2.9068579007574886,3.4513761874402564,0.25,0.25
345,0,4500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0345_iter0000_d000345.csv,uniform,uniform,1.8771222552762845,2.3322057633750934,0.8672410479426822,2.7633276404326867,0.25,0.25
346,0,4600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0346_iter0000_d000346.csv,uniform,uniform,1.6433896586476044,2.119667753482795,1.5284489100726777,3.3589623515821483,0.25,0.25
347,0,4700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0347_iter0000_d000347.csv,uniform,uniform,1.398241228080357,2.204093529496041,1.0047374095160633,2.5068921488073377,0.25,0.25
348,0,4800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0348_iter0000_d000348.csv,uniform,uniform,1.337495563831872,1.805309384053107,3.053051002129436,3.4798774529584837,0.25,0.25
349,0,4900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0349_iter0000_d000349.csv,uniform,uniform,0.5102542122628962,2.1385700253093956,3.0434908559843787,3.476823906365266,0.25,0.25
350,0,5000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0350_iter0000_d000350.csv,uniform,uniform,1.011490618052264,1.615594525809547,2.24856924818386,2.8146896871368288,0.25,0.25
351,0,5100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0351_iter0000_d000351.csv,uniform,uniform,1.4243006280285748,2.2312332612848764,3.0023000421233905,3.4093603555216014,0.25,0.25
352,0,5200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0352_iter0000_d000352.csv,uniform,uniform,1.2999565178537895,2.295266856235297,0.960789525234113,2.1909459427757207,0.25,0.25
353,0,5300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0353_iter0000_d000353.csv,uniform,uniform,0.6006327975279542,2.088994757575433,0.7281965055746656,2.065276400076568,0.25,0.25
354,0,5400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0354_iter0000_d000354.csv,uniform,uniform,1.8976362097931716,2.3932126960538653,2.8728170274663025,3.4468203549886614,0.25,0.25
355,0,5500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0355_iter0000_d000355.csv,uniform,uniform,1.9645183361788254,2.3817791078205954,0.6912635538596433,1.2606609639523272,0.25,0.25
356,0,5600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0356_iter0000_d000356.csv,uniform,uniform,1.890166870955711,2.4232157587552328,1.7910864038770178,2.4051506048929903,0.25,0.25
357,0,5700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0357_iter0000_d000357.csv,uniform,uniform,1.577973500363638,2.1439870041642792,2.3482876444914567,3.0943424331252234,0.25,0.25
358,0,5800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0358_iter0000_d000358.csv,uniform,uniform,1.3119517768712434,2.3342464542019123,0.7411382363607899,2.506349540231657,0.25,0.25
359,0,5900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0359_iter0000_d000359.csv,uniform,uniform,0.8155759156733897,2.2535662231322133,1.770999693936076,3.484976094585882,0.25,0.25
360,0,6000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0360_iter0000_d000360.csv,uniform,uniform,0.79270931948115,2.451655266526881,2.5823842951823837,3.2314922863180673,0.25,0.25
361,0,6100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0361_iter0000_d000361.csv,uniform,uniform,1.801654502687417,2.381511759125924,2.2033147663775887,3.422607781394503,0.25,0.25
362,0,6200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0362_iter0000_d000362.csv,uniform,uniform,0.6044326662580662,2.2532137481580974,1.492718427912221,2.415961897544846,0.25,0.25
363,0,6300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0363_iter0000_d000363.csv,uniform,uniform,2.090442833935975,2.497908801291958,1.7623913608269282,2.7277027550445774,0.25,0.25
364,0,6400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0364_iter0000_d000364.csv,uniform,uniform,1.9040462493948738,2.321057949213687,2.3418887679760516,3.3401557520105554,0.25,0.25
365,0,6500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0365_iter0000_d000365.csv,uniform,uniform,1.7787142075457838,2.2822603533012944,2.5712618751397422,3.090401612974765,0.25,0.25
366,0,6600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0366_iter0000_d000366.csv,uniform,uniform,1.0796927207753106,1.9056180683560442,1.907665957438428,2.4419390645200774,0.25,0.25
367,0,6700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0367_iter0000_d000367.csv,uniform,uniform,1.15111648102289,1.5514018009096686,2.435389888503238,3.401555233514653,0.25,0.25
368,0,6800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0368_iter0000_d000368.csv,uniform,uniform,0.7222906865923161,2.0919028955549748,2.6348680298260607,3.4915477720159926,0.25,0.25
369,0,6900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0369_iter0000_d000369.csv,uniform,uniform,1.850064899789963,2.356063996729139,3.047190642125107,3.4986261331255197,0.25,0.25
370,0,7000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0370_iter0000_d000370.csv,uniform,uniform,1.3058831667209265,2.3042077459862567,2.8759779359502238,3.382645385803921,0.25,0.25
371,0,7100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0371_iter0000_d000371.csv,uniform,uniform,1.882057985755336,2.434959252173601,1.2642030655338499,3.073456749505492,0.25,0.25
372,0,7200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0372_iter0000_d000372.csv,uniform,uniform,1.4130956573751985,1.8775583008028272,1.517589108392127,2.034277691151017,0.25,0.25
373,0,7300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0373_iter0000_d000373.csv,uniform,uniform,1.2618671411471931,2.0210402680516832,1.601717351723163,2.8801609981868093,0.25,0.25
374,0,7400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0374_iter0000_d000374.csv,uniform,uniform,0.6963050562817175,2.40703175378947,2.278531164995086,3.3552418777727615,0.25,0.25
375,0,7500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0375_iter0000_d000375.csv,uniform,uniform,1.9348819716220158,2.4311986276833735,0.6045673743519618,2.780034807974123,0.25,0.25
376,0,7600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0376_iter0000_d000376.csv,uniform,uniform,1.410441366821373,2.379987300005209,1.8836172310332948,3.2728333355982144,0.25,0.25
377,0,7700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0377_iter0000_d000377.csv,uniform,uniform,2.0952164689159867,2.4968933587528155,0.9446557440537526,2.1888497732556207,0.25,0.25
378,0,7800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0378_iter0000_d000378.csv,uniform,uniform,1.7048799837850823,2.2784281264629973,2.0297882845159583,2.566088813232676,0.25,0.25
379,0,7900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0379_iter0000_d000379.csv,uniform,uniform,1.6617976174943685,2.184530393290168,0.9956056570504475,3.2115927523172463,0.25,0.25
380,0,8000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0380_iter0000_d000380.csv,uniform,uniform,1.4030605137929506,2.1407269577396053,2.8369417896460596,3.25956806714445,0.25,0.25
381,0,8100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0381_iter0000_d000381.csv,uniform,uniform,1.6138471205454283,2.173296655124594,0.9560653499612108,2.802789557425456,0.25,0.25
382,0,8200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0382_iter0000_d000382.csv,uniform,uniform,1.0805151213806978,1.8168389341277917,2.953562189595888,3.382747002222165,0.25,0.25
383,0,8300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0383_iter0000_d000383.csv,uniform,uniform,1.319477852540376,1.7382206874957564,0.924757036956086,3.2464074207136573,0.25,0.25
384,0,8400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0384_iter0000_d000384.csv,uniform,uniform,1.762796077204282,2.3505631888023637,1.0783788295775367,2.605933150356722,0.25,0.25
385,0,8500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0385_iter0000_d000385.csv,uniform,uniform,0.5194344417817801,2.0463676180712103,2.363551769465693,3.2393304839166297,0.25,0.25
386,0,8600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0386_iter0000_d000386.csv,uniform,uniform,1.478141894840322,1.923983055951348,1.1406555195325365,2.6660599777748946,0.25,0.25
387,0,8700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0387_iter0000_d000387.csv,uniform,uniform,1.130698825646236,2.492268106096443,2.9017379291754715,3.3318753307112825,0.25,0.25
388,0,8800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0388_iter0000_d000388.csv,uniform,uniform,1.4439369482392492,2.300697955431418,0.855012877182304,1.9567860795732983,0.25,0.25
389,0,8900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0389_iter0000_d000389.csv,uniform,uniform,1.645468555080791,2.4550505188126666,1.3885308905359517,2.197475671996262,0.25,0.25
390,0,9000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0390_iter0000_d000390.csv,uniform,uniform,1.8148672043683434,2.3816649513771906,1.739129896435003,2.4877168026237553,0.25,0.25
391,0,9100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0391_iter0000_d000391.csv,uniform,uniform,0.6162533578373136,1.04279969351672,2.0079224694666467,2.616629704966479,0.25,0.25
392,0,9200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0392_iter0000_d000392.csv,uniform,uniform,2.0608527654829127,2.4650602017477916,1.675430849650482,2.6376510214409725,0.25,0.25
393,0,9300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0393_iter0000_d000393.csv,uniform,uniform,0.8716983604568496,2.191396245096503,2.173632381408807,3.245950799784565,0.25,0.25
394,0,9400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0394_iter0000_d000394.csv,uniform,uniform,0.6324937214343915,1.5501468986915443,1.8515659932690027,2.7842991804929813,0.25,0.25
395,0,9500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0395_iter0000_d000395.csv,uniform,uniform,0.5649880989963924,1.2628225513905507,2.957064085592029,3.3803011378546968,0.25,0.25
396,0,9600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0396_iter0000_d000396.csv,uniform,uniform,1.8632837319404405,2.4578969720672634,1.5173637684030807,2.6561122792209515,0.25,0.25
397,0,9700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0397_iter0000_d000397.csv,uniform,uniform,1.818402892239871,2.4100821928123124,2.6760537147155845,3.397233973023269,0.25,0.25
398,0,9800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0398_iter0000_d000398.csv,uniform,uniform,1.6060343671049675,2.4570121991954315,2.639298546045931,3.121792986564339,0.25,0.25
399,0,9900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0399_iter0000_d000399.csv,uniform,uniform,1.697158840129992,2.1320776448725214,1.6072262247644562,2.599487037182301,0.25,0.25
400,0,10000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0400_iter0000_d000400.csv,uniform,uniform,0.8234689503607755,2.420733943149866,0.7464193637390342,1.1579505319851526,0.25,0.25
401,0,10100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0401_iter0000_d000401.csv,uniform,uniform,1.0166732858623653,2.489973506023845,1.1882073338099437,3.176322538472877,0.25,0.25
402,0,10200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0402_iter0000_d000402.csv,uniform,uniform,0.7769818192327447,1.9527710434393906,2.991864271466419,3.4693449520901454,0.25,0.25
403,0,10300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0403_iter0000_d000403.csv,uniform,uniform,2.068812760285578,2.486731596230233,3.0566702370388956,3.4929392865106195,0.25,0.25
404,0,10400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0404_iter0000_d000404.csv,uniform,uniform,1.7451971617630853,2.460435895384081,2.1418779448802034,2.883318676426358,0.25,0.25
405,0,10500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0405_iter0000_d000405.csv,uniform,uniform,1.3452519040911888,1.916202646455045,2.521614722092434,3.019985623515051,0.25,0.25
406,0,10600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0406_iter0000_d000406.csv,uniform,uniform,1.4235167183785453,2.1860433848776495,2.2469472890419953,3.2956824436806187,0.25,0.25
407,0,10700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0407_iter0000_d000407.csv,uniform,uniform,0.6757246177022542,1.9658126447954425,1.5762852944095012,2.912153054131559,0.25,0.25
408,0,10800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0408_iter0000_d000408.csv,uniform,uniform,1.6103752690343924,2.297040553698292,2.4055037998326596,3.1666593649523316,0.25,0.25
409,0,10900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0409_iter0000_d000409.csv,uniform,uniform,1.2405884946068348,1.8870409569618505,1.095794341991437,2.88932275704593,0.25,0.25
